sum.taxonomy,K0611_M8,K0613_E4,K0616_A1,K0754_E4,K0754_L7,K0755_B2,K0755_E4,K0756_A1,K0756_B2,K0756_C3,K0756_M8,K0757_G5,K0759_L7,K0759_M8,K0760_T9,K0772_T9,K0773_K6,K0773_L7,K0774_K6,K0774_T9,K0775_B2,K0775_C3,K0775_G5,K0775_M8,K0777_L7,K0778_B2,K0779_B2,K0779_L7,K0779_M8,K0779_T9,K0780_G5,K0780_K6,K0833_B2,K0833_C3,K0833_E4,K0834_G5,K0835_K6,K0835_T9,K0836_E4,K0837_E4,K0838_C3,K0838_L7,K0838_T9,K0839_A1,K0839_L7,K0840_C3,K0613_L7,K0776_T9
Bacteria;Proteobacteria;Epsilonproteobacteria;NA;;NA;,0,0,1,18,8,16,3,3,1,3,22,0,2,0,2,9,2,1,0,2,8,4,2,3,6,0,2,0,0,0,6,3,2,0,4,9,0,10,0,1,3,1,7,0,46,11,0,0
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;NA;,0,0,0,0,24,6,0,4,23,1,0,15,0,5,1,1,2,1,12,0,1,0,14,0,0,4,11,7,0,8,0,0,0,15,0,13,0,3,3,11,2,0,0,33,0,2,0,0
Bacteria;Planctomycetes;Planctomycetia;NA;NA;NA;Planctomycetia bacterium,0,4,0,9,12,4,0,17,5,5,7,18,6,0,4,4,4,1,7,0,5,6,3,2,3,0,0,0,0,0,6,0,6,6,3,1,11,22,0,14,1,3,18,0,3,2,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;,0,0,11,6,2,2,2,2,5,1,1,0,1,0,1,4,0,0,0,1,3,2,8,2,1,0,2,0,0,0,1,18,2,14,2,2,2,1,0,5,7,2,107,0,2,0,0,0
Bacteria;Bacteroidetes;NA;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;NA;,0,6,11,3,1,6,28,2,3,6,4,5,2,0,2,7,1,0,13,8,4,1,0,3,4,0,21,15,0,5,0,2,3,2,1,3,0,1,41,1,0,2,1,1,2,3,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;NA;,0,1,0,1,50,0,10,5,0,9,0,0,1,0,26,1,2,1,1,28,2,4,2,1,0,0,13,0,0,0,3,1,3,43,1,1,7,3,0,0,2,0,1,0,2,2,0,0
Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;,0,0,0,1,0,6,1,0,0,15,4,0,11,0,1,1,140,2,0,0,0,9,0,2,0,0,0,0,0,0,25,0,3,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Sporacetigenium;Sporacetigenium mesophilum,0,0,0,0,0,0,0,7,4,0,0,0,0,37,2,0,0,0,3,0,6,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,0,0,10,3,18,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Sinorhizobium;,0,3,0,1,8,0,0,3,48,3,0,18,0,0,1,0,6,3,10,0,1,0,2,0,0,6,1,0,0,1,6,1,0,36,0,0,8,0,0,44,3,0,1,15,1,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Texcoconibacillus;Texcoconibacillus texcoconensis,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. 6-31,0,0,13,1,22,1,26,0,2,31,1,0,1,4,0,2,9,0,0,10,3,3,29,1,3,0,20,0,0,0,23,4,1,11,0,1,1,0,0,0,0,2,0,0,0,9,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Thiovirga;Thiovirga sulfuroxydans,0,0,3,2,0,27,30,0,0,0,3,0,3,0,1,0,0,0,0,30,0,2,0,19,1,0,1,0,0,0,0,4,6,0,0,4,1,0,0,0,0,96,1,0,0,8,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella;Christensenella sp.,0,0,15,3,48,1,13,0,4,32,0,2,1,1,1,1,8,2,0,12,1,4,38,0,10,0,24,0,0,0,6,0,0,6,2,3,2,0,0,0,1,0,0,1,1,2,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;Sphingobacteriales bacterium TP498,0,0,0,10,3,24,2,2,1,5,9,4,2,0,0,8,7,10,0,5,8,6,16,2,8,0,8,0,0,0,4,34,1,0,1,13,7,8,0,1,3,3,13,1,9,8,0,0
Bacteria;Chloroflexi;Caldilineae;Caldilineales;NA;NA;Caldilineales bacterium,0,16,0,23,4,5,2,5,1,4,2,8,2,2,0,2,10,1,16,0,1,15,0,3,0,0,0,7,0,0,26,0,2,24,1,1,11,7,0,13,10,9,6,2,4,1,0,0
Bacteria;Planctomycetes;Phycisphaerae;NA;;NA;,0,0,10,9,2,6,11,4,0,6,6,0,15,0,6,14,8,1,0,7,4,5,6,21,8,0,16,0,0,0,21,2,11,0,12,6,3,2,0,0,2,8,7,0,1,7,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;,0,4,3,3,32,3,1,0,5,27,1,4,2,0,5,2,5,3,0,0,2,0,30,5,2,2,2,1,0,65,2,1,2,8,0,2,2,1,0,9,3,1,1,5,1,1,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Bellilinea;Bellilinea caldifistulae,0,0,4,21,3,22,1,1,5,5,15,7,20,0,11,2,10,0,0,1,3,2,3,11,7,0,21,0,0,0,8,3,4,7,5,3,2,2,0,1,5,24,2,0,2,6,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys;,2,41,0,1,1,0,0,1,0,0,1,0,0,4,0,1,0,0,11,0,1,2,0,0,1,13,0,108,0,1,0,0,0,0,1,0,0,0,49,0,4,0,0,6,0,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema stenostreptum,0,0,1,4,20,1,2,1,9,27,0,0,2,0,3,3,8,9,0,10,8,20,20,2,7,0,22,0,0,0,13,22,1,1,7,2,1,12,0,0,7,0,1,0,2,1,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Bogoriellaceae;Georgenia;,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,57,0,1,1,0,0,0,0,0,0,0,155,0,0,0,0,6,0,0,0,0
Bacteria;Cyanobacteria;NA;Synechococcales;NA;;,0,63,0,7,7,25,1,8,2,4,5,9,1,0,1,2,6,7,0,0,1,13,2,1,1,0,2,0,0,0,0,0,2,0,2,4,60,0,0,3,5,0,4,0,0,2,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;NA;,5,1,0,0,11,0,0,2,42,5,0,18,0,26,0,0,1,2,1,1,0,14,26,0,1,9,3,4,0,1,0,1,0,60,0,0,1,3,0,0,1,0,0,10,0,1,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Thermostilla;Thermostilla marina,0,68,0,11,8,2,1,4,19,6,1,3,1,0,18,2,10,0,4,0,1,3,2,5,2,0,1,0,0,0,6,0,0,12,9,1,10,0,1,5,8,21,3,2,1,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;NA;,0,0,0,5,0,0,0,0,1,11,0,0,4,1,5,18,22,0,1,0,1,2,3,2,0,2,2,0,0,27,14,0,6,1,15,2,9,13,19,18,0,19,24,0,0,6,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;NA;,0,0,0,7,1,8,1,0,0,1,58,0,32,0,6,7,1,0,0,1,0,13,0,33,5,0,7,0,0,0,2,27,8,0,1,19,0,0,0,0,1,6,1,0,1,6,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;NA;Prolixibacteraceae bacterium,0,0,16,10,0,5,0,1,0,11,12,0,0,0,7,0,10,23,0,19,10,24,9,4,9,0,9,0,0,0,8,18,12,0,7,6,0,6,0,0,1,0,6,0,14,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;,0,28,0,0,3,1,0,6,25,0,3,9,0,3,2,4,3,0,19,1,8,8,2,1,6,8,2,6,0,3,3,23,1,5,0,1,3,8,21,8,1,2,4,9,17,1,0,0
Archaea;Euryarchaeota;NA;;NA;;,0,0,1,14,0,20,0,5,0,0,26,0,17,0,8,14,2,0,0,2,12,1,0,17,6,0,2,0,14,0,2,12,54,0,12,2,0,5,0,0,0,9,1,0,1,1,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;NA;NA;Spirochaetales bacterium enrichment culture clone HB_57,0,1,5,16,0,19,15,5,1,0,11,1,17,0,16,16,10,2,0,4,8,6,2,12,6,0,5,0,0,0,1,5,17,0,10,11,1,4,0,0,5,5,13,0,6,5,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;NA;;,0,42,5,0,5,1,11,2,2,3,1,8,1,0,1,0,4,7,27,2,3,4,4,1,2,0,2,0,0,0,5,22,10,3,2,0,10,0,30,18,9,1,2,3,8,1,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis,0,0,7,11,1,23,1,2,0,1,14,1,17,0,8,22,8,0,1,0,7,4,0,28,4,0,2,0,0,0,5,9,36,0,8,12,0,1,0,0,0,8,9,0,1,17,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium;,0,1,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,98,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;,1,0,0,0,13,0,1,1,9,6,0,65,0,2,0,0,5,1,8,1,2,7,22,0,0,8,0,4,0,7,4,0,0,62,0,0,12,0,8,1,1,0,1,19,0,0,0,0
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;Litorilinea aerophila,0,0,0,11,29,14,1,5,10,1,5,13,10,0,6,2,11,6,16,1,4,7,4,3,6,0,3,1,0,1,13,2,5,8,4,5,1,9,0,14,8,6,9,12,3,6,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;,0,6,2,6,1,1,0,1,25,1,1,2,0,0,0,3,60,70,13,2,3,8,3,3,1,3,0,9,0,0,5,0,0,3,0,0,26,0,0,0,6,0,1,10,0,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,222,0,1,0,0,0,0,0,0,32,2,0,0,0,1,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Lacibacter;Lacibacter cauensis,0,0,0,1,31,1,4,2,7,11,2,70,1,0,0,1,11,4,1,0,0,1,1,0,0,0,0,0,0,0,5,1,3,102,0,1,0,0,0,15,0,2,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera;,0,26,1,2,0,0,10,24,0,0,0,0,0,1,0,0,0,0,7,0,0,2,0,0,0,0,0,115,0,0,0,1,0,0,2,1,36,0,0,16,6,2,0,7,1,18,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;Alicyclobacillus disulfidooxidans,0,1,1,0,7,0,4,0,11,3,0,42,0,2,0,0,13,0,17,0,5,0,48,0,1,2,0,46,1,26,2,1,0,4,0,0,0,0,33,7,0,0,0,3,0,0,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;Longilinea arvoryzae,0,0,3,44,2,18,1,3,3,2,13,2,12,0,7,4,4,1,1,2,6,5,5,6,9,0,3,0,0,0,5,6,13,3,28,5,3,7,0,8,1,27,8,0,7,4,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;Nordella;Nordella sp.,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,198,0,0,0,0,47,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;NA;,0,15,0,2,2,0,0,6,6,1,2,1,1,1,1,0,2,0,125,0,1,2,1,0,0,3,0,7,0,1,1,0,1,2,0,0,14,7,16,16,5,0,15,23,2,0,0,0
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;NA;;,0,5,3,10,1,11,1,8,0,7,10,1,15,6,3,4,4,1,19,0,3,4,3,7,7,1,3,10,0,2,7,2,11,5,14,2,4,26,1,30,2,12,9,3,5,1,0,0
Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella;Gaiella occulta,0,0,0,7,1,17,0,15,0,2,6,1,9,0,4,0,6,0,18,0,4,4,1,0,13,2,6,2,0,0,6,5,13,1,6,6,14,20,0,10,0,40,30,4,0,10,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;,0,0,0,0,0,1,0,0,0,0,1,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;Candidatus Combothrix;Candidatus Combothrix italica,0,68,0,2,0,3,0,2,0,0,2,0,1,1,2,0,1,0,22,0,0,9,0,5,1,1,0,6,0,0,0,1,1,0,1,0,29,2,0,3,49,1,62,3,8,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;NA;,0,0,8,1,7,2,4,1,4,31,0,2,0,0,1,1,3,3,2,2,3,1,13,0,2,40,3,4,0,112,4,4,1,2,0,1,0,0,16,2,0,1,1,3,3,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;Truepera radiovictrix,2,103,0,0,2,0,0,0,0,0,0,3,0,2,0,0,2,0,11,0,2,0,2,4,0,4,0,46,0,5,0,0,0,0,0,0,7,0,74,3,6,0,11,0,1,0,0,0
Bacteria;Chloroflexi;Dehalococcoidia;NA;;Dehalogenimonas;Dehalogenimonas formicexedens,0,0,19,8,0,11,4,0,0,1,32,0,41,0,25,6,0,1,0,3,2,2,0,28,4,0,1,0,0,0,1,0,30,0,2,8,0,0,0,0,0,57,2,0,0,3,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;;,1,1,2,3,2,2,4,36,3,1,6,8,3,2,8,6,1,3,4,1,4,4,1,37,4,27,26,0,0,0,0,6,4,2,6,2,1,4,0,2,51,3,2,4,2,3,0,0
Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;NA;,0,0,1,6,1,22,2,0,0,0,28,0,43,0,20,26,0,0,0,0,1,4,0,38,2,0,2,0,0,0,1,0,31,0,8,14,0,0,0,0,0,35,3,0,0,7,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;;,0,31,0,4,4,7,4,13,2,3,1,5,2,1,2,4,8,4,2,0,10,15,9,2,22,9,2,1,0,3,14,5,1,5,6,3,18,5,0,5,11,1,30,8,9,4,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus;,0,0,69,0,9,0,52,7,16,3,0,7,0,0,27,0,2,0,3,30,3,0,24,0,4,0,2,0,0,0,1,4,0,9,0,0,8,1,0,2,8,0,0,4,5,1,0,0
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;Roseisolibacter agri,0,0,47,0,3,0,54,0,0,56,0,0,0,0,0,2,3,7,0,22,0,2,30,0,0,1,31,0,0,7,3,0,0,28,0,1,0,0,0,5,0,0,0,0,0,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;NA;,0,13,0,5,3,3,3,14,2,2,3,5,4,0,12,18,4,1,1,3,6,13,1,12,16,0,4,0,0,0,13,9,14,0,6,13,4,19,0,10,32,5,9,2,10,12,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;NA;Methylophilaceae bacterium,0,0,0,0,26,0,2,0,25,1,0,16,0,0,0,1,4,37,19,4,0,0,14,0,0,0,2,0,0,0,0,1,0,10,0,0,0,0,0,15,0,0,0,131,0,0,0,0
Bacteria;Acidobacteria;Blastocatellia;NA;NA;Chloracidobacterium;Chloracidobacterium sp. enrichment culture clone JAC25,0,11,0,1,0,1,0,25,0,0,7,0,0,0,0,2,0,0,75,0,28,2,0,0,5,0,0,0,0,0,0,9,1,0,3,1,49,26,0,0,26,0,19,1,17,0,0,0
Bacteria;Chloroflexi;Candidatus Thermofonsia;NA;NA;Candidatus Roseilinea;Candidatus Roseilinea gracile,0,0,0,12,9,11,3,16,1,9,4,8,7,1,6,2,17,2,2,1,8,8,12,3,16,0,11,0,0,0,2,4,12,2,4,12,2,71,0,1,0,7,12,2,8,3,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula sp.,0,32,0,9,7,3,0,4,12,4,5,6,2,0,1,0,7,1,29,1,4,17,3,0,4,0,0,4,0,4,2,1,1,1,0,1,32,12,0,24,48,0,22,7,1,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Thiomonas;,0,0,17,2,89,0,94,0,0,29,0,0,0,0,0,0,1,0,0,18,0,0,4,0,0,0,44,0,0,0,3,0,0,2,0,6,0,0,0,0,0,0,0,0,0,3,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Nafulsella;Nafulsella sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,21,114,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;myxobacterium AT3-03,0,4,0,2,8,3,12,18,3,20,1,21,0,0,1,7,12,2,11,1,5,17,10,1,3,1,2,0,0,0,18,14,2,31,3,2,1,20,1,20,3,0,27,6,4,4,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;,0,16,0,8,12,6,1,16,5,3,4,23,2,0,2,3,12,10,9,0,17,8,9,3,10,1,2,0,0,0,8,5,1,7,4,2,19,34,0,19,17,1,12,10,1,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;,0,1,4,6,19,9,19,2,5,12,4,7,2,0,49,2,9,9,1,18,2,8,14,7,17,0,7,0,0,0,26,8,5,1,17,2,10,3,0,1,2,3,2,2,4,4,0,0
Eukaryota;NA;;NA;;NA;,6,10,0,15,4,7,1,5,2,8,6,2,0,0,2,5,8,24,3,2,2,33,10,2,1,0,4,1,0,0,6,4,2,10,12,3,86,0,1,1,16,0,3,3,4,13,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;Aliidiomarina sp. AK100,317,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta sp.,0,0,5,4,1,5,4,13,1,2,20,0,17,0,15,14,1,1,0,2,36,8,1,19,17,0,2,0,0,0,2,24,16,0,9,13,1,3,1,0,2,14,15,0,35,7,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;;,16,18,6,6,1,11,12,3,2,6,5,3,1,1,16,0,7,2,5,8,4,11,2,5,12,1,16,36,0,1,4,20,2,2,6,15,7,2,0,0,25,4,5,2,20,2,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;,0,0,0,1,22,0,2,0,33,28,0,31,0,0,0,0,16,17,6,1,0,2,56,1,0,3,2,1,0,12,13,1,1,56,0,0,4,0,9,7,4,0,0,5,1,0,0,0
Bacteria;Fibrobacteres;Chitinispirillia;Chitinispirillales;Chitinispirillaceae;Chitinispirillum;Chitinispirillum alkaliphilum,0,0,3,5,2,19,0,3,1,20,23,1,17,14,5,6,8,0,0,0,10,3,6,5,69,0,20,0,0,0,10,4,24,3,8,16,0,9,0,0,1,13,1,0,5,2,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;,0,0,0,7,12,2,0,8,4,29,1,21,1,0,1,2,16,1,9,0,4,5,11,0,3,1,4,0,0,0,40,4,0,66,2,0,6,14,0,39,4,0,14,2,3,0,0,0
Bacteria;candidate division NC10;NA;NA;NA;Candidatus Methylomirabilis;Candidatus Methylomirabilis oxyfera,0,0,11,11,1,18,12,15,0,2,18,0,16,0,10,14,2,0,0,0,14,8,1,18,10,0,6,0,0,0,9,12,28,0,17,22,2,10,0,0,7,20,5,0,5,16,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;,0,1,18,2,22,2,7,11,4,5,1,8,2,2,3,1,6,1,0,32,18,1,38,6,16,0,10,0,0,0,3,12,3,23,6,2,18,5,0,19,2,3,13,4,8,3,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;,0,1,6,1,6,2,17,5,12,2,1,18,0,0,2,4,20,2,69,2,33,3,3,3,2,8,2,1,0,3,1,11,1,6,1,0,2,9,2,29,2,3,8,29,14,1,0,0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfuricurvum;Candidatus Sulfuricurvum sp. RIFRC-1,0,0,0,6,4,3,31,1,0,4,0,0,1,0,4,3,0,7,0,160,46,2,0,4,5,0,12,0,0,0,8,1,0,0,3,13,22,0,0,0,0,0,2,0,3,2,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;Ohtaekwangia koreensis,0,2,0,6,3,4,0,8,142,11,0,69,0,0,0,0,4,6,2,0,2,9,20,0,1,0,2,0,0,1,3,2,0,1,0,1,9,12,0,16,5,0,2,2,5,1,0,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;,0,0,2,20,0,6,1,32,0,1,6,0,2,0,3,18,1,1,0,2,12,9,0,5,42,0,1,0,0,0,2,37,6,0,2,2,7,21,0,1,6,7,79,0,16,4,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;NA;,7,13,0,1,1,1,0,0,53,0,2,2,1,29,4,0,0,0,52,1,2,0,1,0,0,18,0,7,0,0,0,0,1,0,1,0,38,0,6,19,16,0,11,67,1,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;NA;,0,5,0,16,55,1,0,3,13,8,1,1,1,18,19,4,2,0,16,1,3,0,8,1,2,8,0,2,0,20,1,1,0,1,11,0,2,1,4,22,37,0,8,58,2,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;;,0,0,25,5,32,9,25,2,9,13,4,2,10,0,16,2,7,2,0,27,6,9,9,8,12,0,18,0,0,0,1,4,24,2,10,12,5,5,0,0,17,0,7,13,5,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;NA;;,0,0,225,0,0,0,92,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,16,9,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;Stenotrophobacter terrae,0,0,0,2,4,1,0,11,0,2,0,2,0,0,0,0,9,1,90,1,10,1,1,0,9,1,0,0,0,0,7,15,0,1,3,0,10,7,0,119,7,0,5,32,9,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;,0,1,0,0,0,0,0,0,3,0,0,10,0,6,0,0,0,0,3,0,0,1,0,0,0,34,0,144,0,81,0,0,0,0,0,0,0,0,0,9,7,0,0,64,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;,0,1,1,2,6,1,2,2,29,5,0,20,0,1,1,0,7,3,15,0,1,1,2,0,3,89,2,1,0,4,2,0,0,9,25,0,62,1,15,5,2,0,0,47,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;,0,1,15,12,6,6,10,4,36,7,2,2,4,0,68,3,13,6,0,4,4,21,29,4,9,0,6,0,0,0,7,10,2,2,34,1,11,8,0,0,2,1,2,0,13,2,0,0
Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;NA;,0,0,0,2,6,8,0,0,21,8,6,10,0,0,15,15,12,2,0,2,0,8,15,12,0,0,14,0,0,0,14,0,19,7,0,80,0,0,0,0,0,9,0,0,0,83,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;NA;,2,0,0,0,0,1,0,0,0,0,0,0,0,350,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;,0,0,0,0,4,0,1,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,155,0,0,30,0,1,0,163,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;NA;,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,95,0,2,0,217,0,0,0,0,0,0,0,5,27,7,0,0,0,6,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;NA;,0,0,0,8,1,12,2,4,12,2,5,2,5,5,1,8,3,1,8,0,4,3,132,4,2,3,2,9,0,20,4,3,3,31,6,2,1,28,6,13,0,3,3,6,1,4,0,0
Bacteria;Actinobacteria;Acidimicrobiia;NA;NA;NA;Acidimicrobidae bacterium Ellin7143,0,1,1,2,0,11,27,3,0,46,2,1,3,0,2,42,10,1,7,0,5,22,0,15,3,0,21,0,0,0,62,6,3,1,2,12,1,14,0,10,4,1,6,3,1,26,0,0
