"","sum.taxonomy","X1_K0733_M8","X10_K0689_B2","X11_K0683_L7","X12_K0695_K6","X14_K0721_T9","X15_K0733_T9","X16_K0721_E4","X17_K0503_B2","X18_K0531_A1","X19_K0721_M8","X2_K0721_L7","X20_K0699_K6","X21_K0721_B2","X22_K0685_M8","X23_K0721_C3","X24_K0501_B2","X25_K0689_T9","X26_K0733_C3","X27_K0669_E4","X28_K0503_E4","X29_K0531_M8","X3_K0733_E4","X30_K0685_A1","X31_K0547_T9","X32_K0738_T9","X33_K0738_B2","X34_K0733_G5","X36_K0730_K6","X37_K0722_G5","X39_K0521_B2","X4_K0721_K6","X40_K0730_E4","X41_K0726_K6","X42_K0669_C3","X43_K0730_L7","X44_K0726_B2","X45_K0722_B2","X46_K0730_B2","X47_K0730_T9","X48_K0582_M8","X49_K0722_T9","X5_K0638_L7","X50_K0726_G5","X51_K0722_K6","X54_K0722_M8","X57_Water_sample_T3_meter_8_M8","X58_Water_sample_T4._Meter_5_G5","X6_K0689_L7","X60_Water_sample_A1","X61_SW._Simone_Upper._A1","X62_Simone_A1","X63_Simone_A1","X64_Water_sample_T5._Meter_6_K6","X65_Simone_3_A1","X66_T6_8m_M8","X67_Water_sample_t2_2m_A1","X68_Water_sample_5_G5","X7_K0504_K6","X70_exp1_blank_unk","X71_exp1_crayfish_only_unk","X72_exp1_crayfish_and_tilapia_unk","X73_exp1_tilapia_only_unk","X74_dead_crayfish_unk","X75_exp2_blank_unk","X76_exp2_crayfish_only_unk","X77_exp2_crayfish_and_tilapia_unk","X78_exp3_blank_unk","X79_exp3_crayfish_only_unk","X8_K0685_T9","X80_exp3_crayfish_and_tilapia_unk","X82_exp3_tilapia_only_unk","X83_exp2_tilapia_only_unk","X9_K0738_A1","X52_K0726_L7","X53_K0721_A1","X55_K0531_E4","X56_K0669_T9"
"58","Bacteria;candidate division NC10;NA;NA;NA;Candidatus Methylomirabilis;Candidatus Methylomirabilis oxyfera",0,0,0,0,2,0,0,2,3,1,0,0,1,6,1,2,0,1,1,0,1,0,0,0,0,0,0,4,3,1,0,1,3,4,5,10,11,0,0,1,28,0,6,0,0,1,2,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia seriata",1,0,6,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,21,14,15,1,85,16,23,8,2,1,51,21,12,0,0,14,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
"60","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiglans;Desulfatiglans sp.",0,0,0,0,4,2,0,4,1,2,0,0,5,10,2,3,0,4,2,0,1,0,0,0,0,0,0,14,9,4,0,0,30,16,14,13,12,1,2,23,17,0,40,1,1,0,1,1,2,0,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"61","Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;delta proteobacterium enrichment culture clone AP-FeEnrich12",0,0,1,0,6,0,0,3,1,0,0,0,3,4,4,2,0,3,2,0,3,0,0,0,0,0,0,11,11,4,1,2,7,11,16,8,0,2,1,8,0,0,13,17,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"62","Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Candidatus Magnetobacterium;Magnetobacterium sp. enrichment culture clone D2CL_Bac_16S_Clone7",1,0,1,0,14,0,0,4,10,2,0,0,38,14,8,6,0,18,20,1,10,0,0,0,0,0,0,13,6,20,2,1,30,24,14,45,3,4,0,42,7,0,47,2,1,2,0,0,2,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"63","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Niessliaceae;Monocillium;Monocillium ligusticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;NA;;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,9,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","Eukaryota;Chytridiomycota;Chytridiomycetes;Rhizophydiales;NA;;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,2,11,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"66","Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;NA;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
"67","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,7,0,0,5,8,2,0,0,0,0,2,0,0,5,0,0,5,0,0,1,0,1,0,0,0,0,1,2,2,0,0,36,0,0,0,0,44,0,0,0,28,0,0,0,0,0,0,0
"68","Eukaryota;Basidiomycota;Agaricomycetes;Corticiales;NA;Marchandiomyces;Marchandiomyces quercinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0
"69","Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio bacteriovorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
"70","Eukaryota;Basidiomycota;Agaricomycetes;NA;;NA;",0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,175,5,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,232,0,0,0,0,0,89,0,0,0,33,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
"71","Archaea;Euryarchaeota;NA;;NA;;",0,0,0,0,18,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,0,1,70,26,13,23,1,2,0,48,1,0,55,0,0,8,4,0,5,0,0,0,2,1,11,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;Longilinea arvoryzae",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,3,21,0,0,1,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;NA;",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,2,1,0,1,2,6,0,4,0,0,4,1,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;",0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,18,0,0,0,0,0,0,8,0,0,0,20,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"75","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;Alteromonas sp. Gp-3-7.1",0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,2,2,0,11,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Archaea;Thaumarchaeota;Nitrososphaeria;NA;;NA;",0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,28,2,4,3,0,5,5,4,13,0,0,0,13,0,0,4,0,0,3,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Bacteria;Acidobacteria;Blastocatellia;NA;Pyrinomonadaceae;Brevitalea;",0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,3,0,1,1,1,8,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"78","Bacteria;Chloroflexi;Dehalococcoidia;NA;;Dehalogenimonas;",0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,1,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,1,0,12,2,0,0,8,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;",0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,24,7,0,3,0,0,0,2,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"80","Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;alpha proteobacterium LS7-MT",0,0,0,0,0,0,0,1,12,0,0,0,2,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,8,7,0,3,0,0,17,10,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;NA;;",0,0,0,0,0,7,0,6,0,2,0,0,4,0,20,10,1,9,3,0,0,0,0,0,1,0,0,0,0,0,0,13,7,0,2,0,19,40,2,0,52,0,10,0,10,14,46,1,12,0,0,0,43,0,40,5,39,0,0,229,0,0,1,3,3878,4591,0,0,0,4816,0,0,0,7,0,2,0
"82","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinopsis;",0,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,36,0,10,0,0,0,156,0,0,0,1,0,0,1100,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,206,0,0,0
"83","Bacteria;Firmicutes;Bacilli;NA;;NA;",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,2,1,6,4,1,1,0,0,0,2,5,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA;bacterium Ellin6095",0,0,0,0,1,0,0,5,1,0,0,0,2,2,5,2,0,2,2,0,2,0,0,0,0,0,0,2,3,2,1,4,2,3,3,4,0,2,23,1,1,0,4,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"85","Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;NA;",0,0,1,0,3,0,0,1,0,0,0,0,4,1,3,3,0,3,1,0,4,0,0,0,0,0,0,1,1,6,1,1,1,2,2,3,0,2,3,0,1,0,4,0,2,3,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Archaea;Euryarchaeota;Thermoplasmata;NA;;NA;",0,0,0,0,6,0,0,3,0,1,0,0,4,2,2,13,0,3,6,0,0,0,1,1,0,0,0,4,4,0,1,0,18,6,4,62,2,0,0,11,5,0,8,0,1,4,2,0,2,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;",2,0,2,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,7,1,0,1,1,1,10,6,1,7,1,1,0,6,6,1,0,3,0,1,0,7,1,3,1,3,9,1,0,5,4,0,33,1,28,1,0,0,1,1,3,2,0,0,0,0
"88","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;Sphingobacteriales bacterium TP524",2,0,1,0,1,0,3,1,1,3,0,4,2,0,1,0,0,0,0,1,1,2,0,0,0,0,0,9,2,2,1,1,2,1,1,1,0,1,4,2,0,0,1,3,4,0,2,7,0,0,0,1,1,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
"89","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;Thermomarinilinea lacunifontana",0,0,1,0,21,0,1,15,2,15,0,0,31,24,16,26,0,22,16,1,25,3,0,1,2,0,0,34,12,7,10,7,45,34,44,66,46,3,2,48,9,1,43,1,0,0,0,0,1,0,0,0,7,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"90","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;NA;;",1,6,7,0,1,0,11,47,3,12,2,10,15,11,18,15,0,10,19,4,13,0,5,1,1,0,0,52,30,21,20,21,50,47,56,47,1,13,12,37,2,0,49,12,8,5,11,24,18,0,2,1,157,1,151,10,67,4,0,0,0,0,0,1,0,0,2,0,0,0,0,1,9,0,0,0,0
